id,company_id,name,email,department_id,role,created_at,updated_at
c3b9fa92-364a-412f-9461-962f1b09bab3,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Sedin Džafić,sedin.džafić4698@example.com,1,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
edc11c92-bbb9-4684-af17-78acae7ea570,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Hadžira Hadžić,hadžira.hadžić2697@example.com,1,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
f6ff743e-5145-4594-9840-a28a38071fb3,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Eldar Avdić,eldar.avdić8880@example.com,1,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
46446cc6-ad16-415d-a88f-ec2b07a1e6fe,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Refija Kovačević,refija.kovačević6821@example.com,1,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
6f674bb4-dc69-4a8f-a7c7-deca169f7673,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Anesa Selimović,anesa.selimović6820@example.com,1,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
356fd41c-7011-45c8-a8eb-fc3317a5e59f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Elvira Sinanović,elvira.sinanović1936@example.com,1,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
2569c413-4e20-4948-94fa-d76b2b2f3350,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Zijad Mušović,zijad.mušović7586@example.com,1,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a57e948d-2e0f-4de5-989e-29fba1afda8f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ljupka Dedić,ljupka.dedić2084@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
c3c0a982-4b14-4cd9-9b40-ff2fed46cdbf,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Indira Karović,indira.karović5325@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
b8d4b9db-18ad-4025-b2e0-dea95bf5f337,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Zorica Sejmenović,zorica.sejmenović7493@example.com,2,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
1c8db2c1-7ae4-43df-b4f0-052a3c986492,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ahmed Šehović,ahmed.šehović4254@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
6e48482d-7645-4e4c-b1cd-8f6a6be7285b,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Harun Kulenović,harun.kulenović9421@example.com,2,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
b3d14759-9e76-4c06-a3d2-af2b90dba276,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ramiz Huseinović,ramiz.huseinović5909@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
00404159-65f4-4689-b0aa-9c640a172df6,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Sejfo Avdić,sejfo.avdić8992@example.com,2,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
0e2a630e-1ad7-4c99-b818-ef6340ef51a0,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Džemal Kapetanović,džemal.kapetanović2148@example.com,2,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
90470c4d-8f29-4398-9562-a6d614079811,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Senada Selimović,senada.selimović6225@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
bc6ebc07-087b-4366-af03-9663d889313d,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Iris Šabanović,iris.šabanović2119@example.com,2,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
07ff77c8-009d-402a-9b41-dcd5edc44d69,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Salema Džanko,salema.džanko3253@example.com,2,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
b3689009-9081-4dec-ab5e-dff2cfd722fa,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Irma Selimović,irma.selimović7081@example.com,2,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
05095511-d8b9-46af-94ce-369eeed3c03a,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Jusuf Džanko,jusuf.džanko7868@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
7dff5a03-e935-4a34-ba66-873dac186151,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nermina Hamidović,nermina.hamidović8525@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
3ade9b7e-af08-4041-8180-e3131f1c12cf,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Senija Hodžić,senija.hodžić1669@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
50ad80ba-a61c-4156-971c-967d7ae5d37f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Pavla Osmanović,pavla.osmanović2575@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a4e7a7ec-2fd0-4306-9084-b9fcb8d35494,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Dženeta Karahodžić,dženeta.karahodžić4771@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
71b97217-1210-4304-8b17-692157a191c8,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Fadila Čolić,fadila.čolić3407@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
275aedcf-2cdc-491e-82dc-3ae50f1c14f7,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Vesna Džanko,vesna.džanko4254@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
43d9edec-1d3a-4b54-8f19-acda173ed303,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Zina Behlilović,zina.behlilović5536@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
35a1e977-3d69-4681-80ea-5fe0ff184e69,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Hanifa Selimović,hanifa.selimović7193@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d904c3b5-024b-4fbc-8359-cb8413b892ac,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ismail Mehić,ismail.mehić4617@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
4378b864-be73-4eb7-a6d5-d1a55218b2eb,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Emina Spahić,emina.spahić1063@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
69c2d3f3-f371-45a9-a7ad-94eb402c0fba,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nevzeta Tokić,nevzeta.tokić6065@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
f8f79416-e0cc-44b9-93e1-4ff5e6fe9208,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Armin Karahodžić,armin.karahodžić7476@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
28d96c14-80be-437b-9da3-4a4d923f5d11,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Samid Hadžić,samid.hadžić7538@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a5a49540-ffd6-492c-92a9-ad8a9ea7562f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Elvir Kovačević,elvir.kovačević8984@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
23bd8ad1-e50b-4743-b006-dc988c6ba408,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Hedija Huseinović,hedija.huseinović6719@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
52a3fd30-6c3e-4d30-8eb5-3544167395e9,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Sejfo Mehić,sejfo.mehić3743@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ae81ffbe-5bb0-4f64-aa0d-80c55b6ce3df,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nermin Selmanović,nermin.selmanović8165@example.com,3,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
207de1dd-23b0-4b5f-acd8-b9fe3169fd71,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ismet Zukić,ismet.zukić2145@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ba5baf65-aca8-444e-afa9-77c02b006ec1,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Abdurahman Džaferović,abdurahman.džaferović1429@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d8115e42-efe8-4ecd-9ec2-534d8994cdc2,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Gordana Sejdić,gordana.sejdić8715@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
13169254-8a70-4ad7-a154-64984a08c7b3,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Žana Selim,žana.selim7212@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
2915cf23-e4d1-4cc4-96f2-65f1b46017d8,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Irfan Džanko,irfan.džanko2443@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
47b58228-65ec-4b90-821b-14a8b9ef91b6,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Helena Selim,helena.selim3343@example.com,3,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ee84c33e-0695-4039-8cdb-4ee8d2d8a0eb,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Anesa Hodžić,anesa.hodžić4715@example.com,3,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
e646ac28-5d30-4750-bc19-9fb367c0411b,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nesima Nukić,nesima.nukić7359@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
6cdf2148-b7e6-4745-9f2f-4cfa8ca3071c,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ružica Begović,ružica.begović5324@example.com,4,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
4d546870-1853-445a-b510-648c4d6d04ff,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Đenita Muratović,đenita.muratović6851@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
5074b27c-c76d-4160-8b83-107874f47077,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Elmedin Tokić,elmedin.tokić4647@example.com,4,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
9be7ebf6-955a-45eb-8409-10eceb77de6a,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Alisa Avdić,alisa.avdić2341@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a880aeac-a899-459d-a7ac-259f1c67acd9,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Lena Šehanović,lena.šehanović6666@example.com,4,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
db504f8e-ff19-476a-bf6b-2e15c576e30c,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Mirza Nurkić,mirza.nurkić2811@example.com,4,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
8d6c8cf4-c491-4323-912e-db1d48843101,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Omer Ibišević,omer.ibišević6969@example.com,4,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a4e3a0db-bd39-48d5-9714-4fea165cd112,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nermin Hodžić,nermin.hodžić1092@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
bc58225b-1959-4b12-9bb6-357a75efe8eb,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Željka Ibišević,željka.ibišević4127@example.com,4,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d71add49-0534-4aba-83a8-a652a3640b9b,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Arslan Beširević,arslan.beširević6146@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
e6c63ccc-3174-4a63-adce-d34d33680f12,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ajša Mahmutović,ajša.mahmutović1914@example.com,4,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
becdc5e6-1700-4bc7-8a82-80666cc67180,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Merima Mehić,merima.mehić5325@example.com,4,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
5b3a24da-f2bb-496b-bf81-b751e4ae2465,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Orhan Hodžić,orhan.hodžić3497@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a8fd0204-f041-4f4b-bca0-1e4a7196d2e1,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Edna Hadžić,edna.hadžić3284@example.com,4,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
e13bd8f8-e2cd-4d40-938f-e497a30dcbca,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Ilhan Sejdić,ilhan.sejdić1081@example.com,4,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
8ace7bc2-c730-4335-984a-99b0d9327649,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nail Mulić,nail.mulić3348@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d04292d8-7580-48ab-927b-9edd556cff62,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Mustafa Huseinović,mustafa.huseinović4609@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ba0e6cfd-10cd-4386-8340-05b48f31d00f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nusreta Kapetanović,nusreta.kapetanović9806@example.com,5,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ac6113d9-2970-44cb-ab80-b17ccfef35f3,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Zehra Čolić,zehra.čolić4527@example.com,5,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
be91f400-47a0-46d6-b263-6a76fa1d5bd8,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Mensud Alić,mensud.alić7790@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
91cc58f0-a11b-46a0-8bd2-a3c8b1915cd9,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Rijalda Behlilović,rijalda.behlilović7683@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
bd9c062c-5922-4a61-8e45-50c8385c2140,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Bilal Osmanović,bilal.osmanović9685@example.com,5,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
61f4b45c-9643-4dff-98bd-16971a7a13ce,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nadina Imamović,nadina.imamović7175@example.com,5,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d6fa866a-f2df-4644-a746-ef4626af3282,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Anida Hasanović,anida.hasanović7778@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
c00461a7-b25f-45ae-b25c-8c64f2cc2a69,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Azemina Imamović,azemina.imamović6251@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
c01d9017-3ec3-46c7-93eb-1eca8799b5fe,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Abid Ćosić,abid.ćosić2545@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
93714efe-5d33-4912-afed-d960278741be,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Mahira Begović,mahira.begović3676@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
e16a4998-302f-4794-b25a-31f2fc7aa88c,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Dalila Džaferović,dalila.džaferović3098@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a118fffc-515d-4124-a0ab-ebd7c5d5f3f1,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Zehra Mehić,zehra.mehić9376@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
3ab2dbb9-eb11-42b5-95f9-ba7f8619e15e,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Aziza Memić,aziza.memić9546@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
b04b1644-4a4a-4afb-8432-f6194d4a70d0,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Kenan Sinanović,kenan.sinanović6839@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
9b9f0057-2cbc-43ab-a111-611f478dc04b,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Sabina Huseinović,sabina.huseinović5920@example.com,5,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
3d28bbb4-4420-49e3-9f62-10c647bf7545,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Nevzeta Čengić,nevzeta.čengić8025@example.com,5,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
079f8d43-e7ff-4059-8315-4db151c56ded,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Jusuf Seferović,jusuf.seferović5521@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a5e05fc1-5f69-4d71-858f-ccbd79c35f9f,05bd26a2-e08f-40e6-a350-6f33b1aa7468,Šejma Mahmutović,šejma.mahmutović7451@example.com,5,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
b22b06ba-496f-430c-94a4-fbcf721f0629,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Ajla Selmanović,ajla.selmanović6221@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
db6dd805-8e18-49f0-a3e1-873d62e4b3bd,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Meho Muslić,meho.muslić4130@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ffd81765-403b-4921-b1fa-396747e05744,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Hasan Sejdić,hasan.sejdić9387@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
5c252ad3-565f-4c20-9947-fcc92c875c44,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Mirha Nukić,mirha.nukić9006@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
17520970-0dd1-48cd-a5de-f2ad64fb4fb0,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nafija Džafić,nafija.džafić9132@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
aeb760ba-131e-4509-b4f8-42400ef35acc,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Evdokija Mujkić,evdokija.mujkić6720@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
a92814e7-e8ea-4db0-a8a1-449c98ac82da,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Elmedin Osmanović,elmedin.osmanović7765@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
d19c8bb6-fd21-4160-b5c7-4738625a95dd,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Hedija Džafić,hedija.džafić1367@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
3adf94c3-d8d0-4ad6-9df0-9bdbda908424,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nada Hodžić,nada.hodžić1613@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
f9516884-f8b1-4a4a-bed8-f9e46d3542e0,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nermin Nurkić,nermin.nurkić1260@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
4d745d49-bc7d-4bd3-8b39-5e839073267b,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Alem Čolić,alem.čolić2127@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
64653904-c5cc-4413-afbc-a398302691e0,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Mirsada Ćatić,mirsada.ćatić4486@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
edfb8ff4-74d7-4ead-b740-1e34931e7733,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nazif Ćeman,nazif.ćeman7548@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
27694b96-94a0-4a45-8980-8c6f1d68c322,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nermina Karić,nermina.karić7156@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
61ad27b8-03d9-4def-a787-683dc7568585,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Mufid Karović,mufid.karović8972@example.com,6,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
987f8ddb-ef5b-4937-b2ba-6443073529e1,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Azra Behlilović,azra.behlilović4857@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
c0b1b599-ca64-4dcc-b489-c3ed35f3dc4b,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Alija Hadžić,alija.hadžić2199@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
9869a4e5-e53c-40bd-9e42-7bf195171aff,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Melisa Mustafić,melisa.mustafić8840@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
9d57a721-dbb3-4a03-9717-618a38cad71b,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Ivana Selim,ivana.selim5530@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
6a77b3d5-9f5a-4cf5-a706-c67c89f1c411,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Amar Hadžić,amar.hadžić5167@example.com,6,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
1a853d82-dc64-457d-810c-ea9c6c6fbdec,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Milena Ibrahimović,milena.ibrahimović3751@example.com,6,admin,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
ba93211c-74d4-4d24-a9bd-1b6c25bc15a9,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Ervin Muslić,ervin.muslić8234@example.com,7,employee,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
88264cea-d0e5-44f2-8c92-b66bb849b89e,8793806d-18a2-4f9f-a9f3-9d2e2a05b4d5,Nurija Šehanović,nurija.šehanović2453@example.com,7,manager,2025-06-05 22:12:32.42104,2025-06-05 22:12:32.42104
